WTR050.RF.Unl,WTR050,Disable,3,RF,Unl,R,5,7,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR050.png,Guardian,Action,Attack
OUT051.NF,OUT051,Dishonor,3,NF,,M,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT051_tyYCr6g.width-450.png,Ninja,Action,Attack
OUT051.RF,OUT051,Dishonor,3,RF,,M,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT051_tyYCr6g.width-450.png,Ninja,Action,Attack
1HP217.NF,1HP217,Dissipation Shield,2,NF,,C,2,,,https://storage.googleapis.com/fabmaster/media/images/1HP217.width-450.png,Mechanologist,Action,Item
ARC035.NF.1st,ARC035,Dissipation Shield,2,NF,1st,C,2,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC035.png,Mechanologist,Action,Item
ARC035.RF.1st,ARC035,Dissipation Shield,2,RF,1st,C,2,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC035.png,Mechanologist,Action,Item
ARC035.NF.Unl,ARC035,Dissipation Shield,2,NF,Unl,C,2,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC035.png,Mechanologist,Action,Item
ARC035.RF.Unl,ARC035,Dissipation Shield,2,RF,Unl,C,2,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC035.png,Mechanologist,Action,Item
EVR069.NF.1st,EVR069,Dissolution Sphere,2,NF,1st,M,2,,,https://storage.googleapis.com/fabmaster/media/images/EVR069.width-450.png,Mechanologist,Action,Item
EVR069.RF.1st,EVR069,Dissolution Sphere,2,RF,1st,M,2,,,https://storage.googleapis.com/fabmaster/media/images/EVR069.width-450.png,Mechanologist,Action,Item
EVO087.NF,EVO087,Dissolving Shield,1,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO087.png,Mechanologist,Action,Item
EVO087.RF,EVO087,Dissolving Shield,1,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO087.png,Mechanologist,Action,Item
EVO088.NF,EVO088,Dissolving Shield,2,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO088.png,Mechanologist,Action,Item
EVO088.RF,EVO088,Dissolving Shield,2,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO088.png,Mechanologist,Action,Item
EVO089.NF,EVO089,Dissolving Shield,3,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO089.png,Mechanologist,Action,Item
EVO089.RF,EVO089,Dissolving Shield,3,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO089.png,Mechanologist,Action,Item
EVO189.NF,EVO189,Dive Through Data,1,NF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO189.png,Mechanologist,Action,Attack
EVO189.RF,EVO189,Dive Through Data,1,RF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO189.png,Mechanologist,Action,Attack
EVO190.NF,EVO190,Dive Through Data,2,NF,,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO190.png,Mechanologist,Action,Attack
EVO190.RF,EVO190,Dive Through Data,2,RF,,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO190.png,Mechanologist,Action,Attack
EVO191.NF,EVO191,Dive Through Data,3,NF,,C,1,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO191.png,Mechanologist,Action,Attack
EVO191.RF,EVO191,Dive Through Data,3,RF,,C,1,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO191.png,Mechanologist,Action,Attack
RVD026.NF,RVD026,Dodge,3,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/media/images/RVD026.width-450.png,Generic,Defense Reaction
UPR008.NF,UPR008,Dominia,,NF,,M,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR008_A_Back.png,Draconic,Illusionist,Dragon,Ally
UPR008.CF,UPR008,Dominia,,CF,,V,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR008_B_Back.png,Draconic,Illusionist,Dragon,Ally
MON189.CF.1st,MON189,Doomsday,3,CF,1st,L,0,,,https://storage.googleapis.com/fabmaster/media/images/MON189.width-450.png,Shadow,Instant
MON189.RF.Unl,MON189,Doomsday,3,RF,Unl,L,0,,,https://storage.googleapis.com/fabmaster/media/images/U-MON189.width-450.png,Shadow,Instant
1HP139.NF,1HP139,Dorinthea,,NF,,C,,,,https://storage.googleapis.com/fabmaster/media/images/1HP139.width-450.png,Warrior,Hero,Young
HER008.RF,HER008,Dorinthea,,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER008.png,Warrior,Hero,Young
HER057.CF,HER057,Dorinthea,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER057.png,Warrior,Hero,Young
TEA002.NF,TEA002,Dorinthea,,NF,,T,,,,https://storage.googleapis.com/fabmaster/media/images/TEA2.width-450.png,Warrior,Hero,Young
WTR114.NF.Alpha,WTR114,Dorinthea,,NF,Alpha,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR114.png,Warrior,Hero,Young
WTR114.NF.Unl,WTR114,Dorinthea,,NF,Unl,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR114.png,Warrior,Hero,Young
XXX001.NF,XXX001,Dorinthea,,NF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/XXX001.png,Warrior,Hero,Young
1HP138.NF,1HP138,Dorinthea Ironsong,,NF,,C,,,,https://storage.googleapis.com/fabmaster/media/images/1HP138.width-450.png,Warrior,Hero
CRU076.NF.1st,CRU076,Dorinthea Ironsong,,NF,1st,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU076.png,Warrior,Hero
CRU076.NF.Unl,CRU076,Dorinthea Ironsong,,NF,Unl,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU076.png,Warrior,Hero
HER004.CF,HER004,Dorinthea Ironsong,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER004.png,Warrior,Hero
HER024.RF,HER024,Dorinthea Ironsong,,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER024.png,Warrior,Hero
TEA001.NF,TEA001,Dorinthea Ironsong,,NF,,C,,,,https://storage.googleapis.com/fabmaster/media/images/TEA.width-450.png,Warrior,Hero
WIN004.GF,WIN004,Dorinthea Ironsong,,GF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/WIN004.png,Warrior,Hero
WTR113.NF.Alpha,WTR113,Dorinthea Ironsong,,NF,Alpha,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR113.png,Warrior,Hero
WTR113.NF.Unl,WTR113,Dorinthea Ironsong,,NF,Unl,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR113.png,Warrior,Hero
DVR001.CF,DVR001,"Dorinthea, Quicksilver Prodigy",,CF,,M,,,,https://storage.googleapis.com/fabmaster/media/images/DVR001.width-450.png,Warrior,Hero,Young
FAB194.RF,FAB194,Double Down,1,RF,,P,2,,3,,Guardian,Warrior,Action
UPR160.NF,UPR160,Double Strike,1,NF,,M,0,1,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR160.png,Ninja,Action,Attack
UPR160.RF,UPR160,Double Strike,1,RF,,M,0,1,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR160.png,Ninja,Action,Attack
OUT184.NF,OUT184,Down and Dirty,1,NF,,M,2,6,2,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT184.width-450.png,Generic,Action,Attack
OUT184.RF,OUT184,Down and Dirty,1,RF,,M,2,6,2,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT184.width-450.png,Generic,Action,Attack
UPR006.NF,UPR006,Dracona Optimai,,NF,,M,,6,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR006_A_Back.png,Draconic,Illusionist,Dragon,Ally
UPR006.CF,UPR006,Dracona Optimai,,CF,,V,,6,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR006_B_Back.png,Draconic,Illusionist,Dragon,Ally
UPR225.NF,UPR225,Dragons of Legend,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR225.png,Invocation,Placeholder Card
ARC097.NF.1st,ARC097,Drawn to the Dark Dimension,1,NF,1st,C,2,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC097.png,Runeblade,Action,Attack
ARC097.RF.1st,ARC097,Drawn to the Dark Dimension,1,RF,1st,C,2,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC097.png,Runeblade,Action,Attack
ARC097.NF.Unl,ARC097,Drawn to the Dark Dimension,1,NF,Unl,C,2,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC097.png,Runeblade,Action,Attack
ARC097.RF.Unl,ARC097,Drawn to the Dark Dimension,1,RF,Unl,C,2,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC097.png,Runeblade,Action,Attack
ARC098.NF.1st,ARC098,Drawn to the Dark Dimension,2,NF,1st,C,2,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC098.png,Runeblade,Action,Attack
ARC098.RF.1st,ARC098,Drawn to the Dark Dimension,2,RF,1st,C,2,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC098.png,Runeblade,Action,Attack
ARC098.NF.Unl,ARC098,Drawn to the Dark Dimension,2,NF,Unl,C,2,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC098.png,Runeblade,Action,Attack
ARC098.RF.Unl,ARC098,Drawn to the Dark Dimension,2,RF,Unl,C,2,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC098.png,Runeblade,Action,Attack
ARC099.NF.1st,ARC099,Drawn to the Dark Dimension,3,NF,1st,C,2,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC099.png,Runeblade,Action,Attack
ARC099.RF.1st,ARC099,Drawn to the Dark Dimension,3,RF,1st,C,2,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC099.png,Runeblade,Action,Attack
ARC099.NF.Unl,ARC099,Drawn to the Dark Dimension,3,NF,Unl,C,2,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC099.png,Runeblade,Action,Attack
ARC099.RF.Unl,ARC099,Drawn to the Dark Dimension,3,RF,Unl,C,2,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC099.png,Runeblade,Action,Attack
LEV011.NF,LEV011,Dread Screamer,1,NF,,C,2,6,3,https://storage.googleapis.com/fabmaster/media/images/LEV011.width-450.png,Shadow,Brute,Action,Attack
MON141.NF.1st,MON141,Dread Screamer,1,NF,1st,C,2,6,3,https://storage.googleapis.com/fabmaster/media/images/MON141.width-450.png,Shadow,Brute,Action,Attack
MON141.RF.1st,MON141,Dread Screamer,1,RF,1st,C,2,6,3,https://storage.googleapis.com/fabmaster/media/images/MON141.width-450.png,Shadow,Brute,Action,Attack
MON141.NF.Unl,MON141,Dread Screamer,1,NF,Unl,C,2,6,3,https://storage.googleapis.com/fabmaster/media/images/U-MON141.width-450.png,Shadow,Brute,Action,Attack
MON141.RF.Unl,MON141,Dread Screamer,1,RF,Unl,C,2,6,3,https://storage.googleapis.com/fabmaster/media/images/U-MON141.width-450.png,Shadow,Brute,Action,Attack
MON142.NF.1st,MON142,Dread Screamer,2,NF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/MON142.width-450.png,Shadow,Brute,Action,Attack
MON142.RF.1st,MON142,Dread Screamer,2,RF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/MON142.width-450.png,Shadow,Brute,Action,Attack
MON142.NF.Unl,MON142,Dread Screamer,2,NF,Unl,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/U-MON142.width-450.png,Shadow,Brute,Action,Attack
MON142.RF.Unl,MON142,Dread Screamer,2,RF,Unl,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/U-MON142.width-450.png,Shadow,Brute,Action,Attack
LEV021.NF,LEV021,Dread Screamer,3,NF,,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/LEV021.width-450.png,Shadow,Brute,Action,Attack
MON143.NF.1st,MON143,Dread Screamer,3,NF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/MON143.width-450.png,Shadow,Brute,Action,Attack
MON143.RF.1st,MON143,Dread Screamer,3,RF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/MON143.width-450.png,Shadow,Brute,Action,Attack
MON143.NF.Unl,MON143,Dread Screamer,3,NF,Unl,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/U-MON143.width-450.png,Shadow,Brute,Action,Attack
MON143.RF.Unl,MON143,Dread Screamer,3,RF,Unl,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/U-MON143.width-450.png,Shadow,Brute,Action,Attack
MON229.NF.1st,MON229,Dread Scythe,,NF,1st,M,,3,,https://storage.googleapis.com/fabmaster/media/images/MON229.width-450.png,Runeblade,Weapon,Scythe,2H
MON229.CF.1st,MON229,Dread Scythe,,CF,1st,M,,3,,https://storage.googleapis.com/fabmaster/media/images/MON229.width-450.png,Runeblade,Weapon,Scythe,2H
MON229.NF.Unl,MON229,Dread Scythe,,NF,Unl,M,,3,,https://storage.googleapis.com/fabmaster/media/images/U-MON229.width-450.png,Runeblade,Weapon,Scythe,2H
MON229.RF.Unl,MON229,Dread Scythe,,RF,Unl,M,,3,,https://storage.googleapis.com/fabmaster/media/images/U-MON229.width-450.png,Runeblade,Weapon,Scythe,2H
1HP266.NF,1HP266,Dread Triptych,3,NF,,M,3,4,3,https://storage.googleapis.com/fabmaster/media/images/1HP266.width-450.png,Runeblade,Action,Attack
CRU142.NF.1st,CRU142,Dread Triptych,3,NF,1st,M,3,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU142.png,Runeblade,Action,Attack
CRU142.RF.1st,CRU142,Dread Triptych,3,RF,1st,M,3,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU142.png,Runeblade,Action,Attack
CRU142.NF.Unl,CRU142,Dread Triptych,3,NF,Unl,M,3,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU142.png,Runeblade,Action,Attack
CRU142.RF.Unl,CRU142,Dread Triptych,3,RF,Unl,M,3,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU142.png,Runeblade,Action,Attack
EVR087.NF.1st,EVR087,Dreadbore,,NF,1st,M,,,,https://storage.googleapis.com/fabmaster/media/images/EVR087.width-450.png,Ranger,Weapon,Bow,2H
EVR087.CF.1st,EVR087,Dreadbore,,CF,1st,M,,,,https://storage.googleapis.com/fabmaster/media/images/EVR087.width-450.png,Ranger,Weapon,Bow,2H
MON090.NF.1st,MON090,Dream Weavers,,NF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/MON090.width-450.png,Illusionist,Equipment,Arms
MON090.CF.1st,MON090,Dream Weavers,,CF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/MON090.width-450.png,Illusionist,Equipment,Arms
MON090.NF.Unl,MON090,Dream Weavers,,NF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-MON090.width-450.png,Illusionist,Equipment,Arms
MON090.RF.Unl,MON090,Dream Weavers,,RF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-MON090.width-450.png,Illusionist,Equipment,Arms
PSM006.NF,PSM006,Dream Weavers,,NF,,C,,,0,https://storage.googleapis.com/fabmaster/media/images/PSM006.width-450.png,Illusionist,Equipment,Arms
LGS137.CF,LGS137,Driftwood Quiver,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS137.png,Ranger,Equipment,Quiver
OUT098.NF,OUT098,Driftwood Quiver,,NF,,T,,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT098.width-450.png,Ranger,Equipment,Quiver
RIP003.NF,RIP003,Driftwood Quiver,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-RIP/EN/RIP003.png,Ranger,Equipment,Quiver
DYN156.NF,DYN156,Drill Shot,1,NF,,R,0,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN156.png,Ranger,Action,Arrow,Attack
DYN156.RF,DYN156,Drill Shot,1,RF,,R,0,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN156.png,Ranger,Action,Arrow,Attack
DYN157.NF,DYN157,Drill Shot,2,NF,,R,0,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN157.png,Ranger,Action,Arrow,Attack
DYN157.RF,DYN157,Drill Shot,2,RF,,R,0,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN157.png,Ranger,Action,Arrow,Attack
DYN158.NF,DYN158,Drill Shot,3,NF,,R,0,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN158.png,Ranger,Action,Arrow,Attack
DYN158.RF,DYN158,Drill Shot,3,RF,,R,0,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN158.png,Ranger,Action,Arrow,Attack
1HP171.NF,1HP171,Driving Blade,1,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/1HP171.width-450.png,Warrior,Action
TEA012.NF,TEA012,Driving Blade,1,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/TEA12.width-450.png,Warrior,Action
WTR144.NF.Alpha,WTR144,Driving Blade,1,NF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR144.png,Warrior,Action
WTR144.RF.Alpha,WTR144,Driving Blade,1,RF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR144.png,Warrior,Action
WTR144.NF.Unl,WTR144,Driving Blade,1,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR144.png,Warrior,Action
WTR144.RF.Unl,WTR144,Driving Blade,1,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR144.png,Warrior,Action
1HP172.NF,1HP172,Driving Blade,2,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/1HP172.width-450.png,Warrior,Action
DVR017.NF,DVR017,Driving Blade,2,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/DVR017.width-450.png,Warrior,Action
WTR145.NF.Alpha,WTR145,Driving Blade,2,NF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR145.png,Warrior,Action
WTR145.RF.Alpha,WTR145,Driving Blade,2,RF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR145.png,Warrior,Action
WTR145.NF.Unl,WTR145,Driving Blade,2,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR145.png,Warrior,Action
WTR145.RF.Unl,WTR145,Driving Blade,2,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR145.png,Warrior,Action
1HP173.NF,1HP173,Driving Blade,3,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/1HP173.width-450.png,Warrior,Action
TEA022.NF,TEA022,Driving Blade,3,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/TEA22.width-450.png,Warrior,Action
WTR146.NF.Alpha,WTR146,Driving Blade,3,NF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR146.png,Warrior,Action
WTR146.RF.Alpha,WTR146,Driving Blade,3,RF,Alpha,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR146.png,Warrior,Action
WTR146.NF.Unl,WTR146,Driving Blade,3,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR146.png,Warrior,Action
WTR146.RF.Unl,WTR146,Driving Blade,3,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR146.png,Warrior,Action
DRO001.RF,DRO001,Dromai,,RF,,R,,,,https://storage.googleapis.com/fabmaster/media/images/DRO001.width-450.png,Draconic,Illusionist,Hero,Young
HER062.CF,HER062,Dromai,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER062.png,Draconic,Illusionist,Hero,Young
UPR002.NF,UPR002,Dromai,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR002.png,Draconic,Illusionist,Hero,Young
HER059.CF,HER059,"Dromai, Ash Artist",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER059.png,Draconic,Illusionist,Hero
HER066.RF,HER066,"Dromai, Ash Artist",,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER066.png,Draconic,Illusionist,Hero
UPR001.NF,UPR001,"Dromai, Ash Artist",,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR001.png,Draconic,Illusionist,Hero
WIN018.GF,WIN018,"Dromai, Ash Artist",,GF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/WIN018.png,Draconic,Illusionist,Hero
RNR015.NF,RNR015,Drone of Brutality,1,NF,,R,2,6,2,https://storage.googleapis.com/fabmaster/media/images/RNR15.width-450.png,Generic,Action,Attack
WTR164.NF.Alpha,WTR164,Drone of Brutality,1,NF,Alpha,R,2,6,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR164.png,Generic,Action,Attack
WTR164.RF.Alpha,WTR164,Drone of Brutality,1,RF,Alpha,R,2,6,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR164.png,Generic,Action,Attack
WTR164.NF.Unl,WTR164,Drone of Brutality,1,NF,Unl,R,2,6,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR164.png,Generic,Action,Attack
WTR164.RF.Unl,WTR164,Drone of Brutality,1,RF,Unl,R,2,6,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR164.png,Generic,Action,Attack
WTR165.NF.Alpha,WTR165,Drone of Brutality,2,NF,Alpha,R,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR165.png,Generic,Action,Attack
WTR165.RF.Alpha,WTR165,Drone of Brutality,2,RF,Alpha,R,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR165.png,Generic,Action,Attack
WTR165.NF.Unl,WTR165,Drone of Brutality,2,NF,Unl,R,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR165.png,Generic,Action,Attack
WTR165.RF.Unl,WTR165,Drone of Brutality,2,RF,Unl,R,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR165.png,Generic,Action,Attack
BVO025.NF,BVO025,Drone of Brutality,3,NF,,R,2,4,2,https://storage.googleapis.com/fabmaster/media/images/BVO25.width-450.png,Generic,Action,Attack
WTR166.NF.Alpha,WTR166,Drone of Brutality,3,NF,Alpha,R,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR166.png,Generic,Action,Attack
WTR166.RF.Alpha,WTR166,Drone of Brutality,3,RF,Alpha,R,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR166.png,Generic,Action,Attack
WTR166.NF.Unl,WTR166,Drone of Brutality,3,NF,Unl,R,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR166.png,Generic,Action,Attack
WTR166.RF.Unl,WTR166,Drone of Brutality,3,RF,Unl,R,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR166.png,Generic,Action,Attack
EVR110.NF.1st,EVR110,Drowning Dire,1,NF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/EVR110.width-450.png,Runeblade,Action,Attack
EVR110.RF.1st,EVR110,Drowning Dire,1,RF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/media/images/EVR110.width-450.png,Runeblade,Action,Attack
EVR111.NF.1st,EVR111,Drowning Dire,2,NF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/EVR111.width-450.png,Runeblade,Action,Attack
EVR111.RF.1st,EVR111,Drowning Dire,2,RF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/media/images/EVR111.width-450.png,Runeblade,Action,Attack
EVR112.NF.1st,EVR112,Drowning Dire,3,NF,1st,C,2,3,3,https://storage.googleapis.com/fabmaster/media/images/EVR112.width-450.png,Runeblade,Action,Attack
EVR112.RF.1st,EVR112,Drowning Dire,3,RF,1st,C,2,3,3,https://storage.googleapis.com/fabmaster/media/images/EVR112.width-450.png,Runeblade,Action,Attack
EVO195.NF,EVO195,Dumpster Dive,1,NF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO195.png,Mechanologist,Action,Attack
EVO195.RF,EVO195,Dumpster Dive,1,RF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO195.png,Mechanologist,Action,Attack
EVO196.NF,EVO196,Dumpster Dive,2,NF,,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO196.png,Mechanologist,Action,Attack
